4.000000	0.000000
-3.000000	0.021973
43.000000	0.175781
56.000000	0.483398
56.000000	0.812988
86.000000	1.274414
121.000000	1.977539
149.000000	2.812500
152.000000	3.691406
170.000000	4.636230
206.000000	5.800781
223.000000	7.097168
244.000000	8.503418
254.000000	9.975586
290.000000	11.667480
312.000000	13.535156
309.000000	15.402832
324.000000	17.314453
343.000000	19.335938
349.000000	21.445313
370.000000	-336.401367
386.000000	-334.138184
404.000000	-331.765137
406.000000	-329.304199
412.000000	-326.843262
413.000000	-324.360352
430.000000	-321.811523
448.000000	-319.152832
454.000000	-316.450195
454.000000	-313.703613
467.000000	-310.935059
466.000000	-308.144531
479.000000	-305.310059
482.000000	-302.409668
497.000000	-299.465332
486.000000	-296.520996
503.000000	-293.510742
494.000000	-290.588379
510.000000	-287.556152
511.000000	-284.501953
507.000000	-281.469727
522.000000	-278.393555
521.000000	-275.317383
523.000000	-272.175293
523.000000	-269.033203
517.000000	-265.913086
516.000000	-262.792969
519.000000	-259.672852
523.000000	-256.530762
537.000000	-253.322754
530.000000	-250.136719
527.000000	-246.928711
537.000000	-243.698730
537.000000	-240.490723
533.000000	-237.326660
522.000000	-234.162598
531.000000	-231.020508
539.000000	-227.856445
536.000000	-224.648438
526.000000	-221.462402
537.000000	-218.276367
530.000000	-215.134277
532.000000	-211.992188
534.000000	-208.784180
535.000000	-205.620117
523.000000	-202.456055
525.000000	-199.270020
547.000000	-196.040039
539.000000	-192.832031
534.000000	-189.667969
526.000000	-186.525879
541.000000	-183.295898
549.000000	-180.065918
537.000000	-176.835938
533.000000	-173.583984
549.000000	-170.375977
550.000000	-167.124023
531.000000	-163.894043
544.000000	-160.664063
546.000000	-157.412109
551.000000	-154.138184
545.000000	-150.842285
546.000000	-147.546387
557.000000	-144.250488
556.000000	-140.954590
552.000000	-137.636719
564.000000	-134.274902
566.000000	-130.935059
554.000000	-127.573242
557.000000	-124.233398
570.000000	-120.849609
567.000000	-117.465820
559.000000	-114.082031
570.000000	-110.698242
584.000000	-107.270508
581.000000	-103.798828
566.000000	-100.393066
563.000000	-97.031250
574.000000	-93.625488
579.000000	-90.175781
572.000000	-86.726074
575.000000	-83.276367
586.000000	-79.782715
575.000000	-76.289063
579.000000	-72.817383
583.000000	-69.301758
597.000000	-65.742188
598.000000	-62.160645
598.000000	-58.535156
608.000000	-54.953613
596.000000	-51.416016
603.000000	-47.856445
601.000000	-44.274902
609.000000	-40.671387
609.000000	-37.067871
612.000000	-33.398438
623.000000	-29.707031
622.000000	-26.037598
603.000000	-22.390137
624.000000	-18.720703
626.000000	-15.007324
628.000000	-11.271973
619.000000	-7.514648
630.000000	-3.735352
641.000000	0.087891
636.000000	3.845215
627.000000	7.624512
636.000000	11.425781
649.000000	15.270996
641.000000	19.094238
647.000000	-337.060547
635.000000	-333.215332
642.000000	-329.348145
643.000000	-325.524902
652.000000	-321.701660
638.000000	-317.878418
636.000000	-314.011230
633.000000	-310.187988
636.000000	-306.408691
643.000000	-302.607422
637.000000	-298.784180
633.000000	-294.982910
632.000000	-291.203613
627.000000	-287.490234
630.000000	-283.710938
626.000000	-279.975586
630.000000	-276.240234
620.000000	-272.504883
620.000000	-268.769531
620.000000	-265.100098
612.000000	-261.452637
601.000000	-257.827148
606.000000	-254.157715
612.000000	-250.488281
614.000000	-246.818848
615.000000	-243.171387
606.000000	-239.567871
591.000000	-236.030273
579.000000	-232.492676
581.000000	-228.999023
587.000000	-225.439453
583.000000	-221.945801
581.000000	-218.430176
570.000000	-215.024414
584.000000	-211.574707
575.000000	-208.125000
579.000000	-204.675293
575.000000	-201.269531
567.000000	-197.841797
576.000000	-194.370117
569.000000	-190.942383
563.000000	-187.580566
568.000000	-184.196777
573.000000	-180.769043
563.000000	-177.341309
564.000000	-173.913574
578.000000	-170.529785
559.000000	-167.145996
558.000000	-163.740234
578.000000	-160.356445
559.000000	-156.994629
576.000000	-153.566895
574.000000	-150.139160
562.000000	-146.733398
576.000000	-143.305664
567.000000	-139.899902
578.000000	-136.428223
578.000000	-133.000488
576.000000	-129.550781
568.000000	-126.101074
584.000000	-122.651367
583.000000	-119.179688
588.000000	-115.708008
574.000000	-112.258301
580.000000	-108.786621
595.000000	-105.249023
585.000000	-101.733398
573.000000	-98.305664
579.000000	-94.855957
593.000000	-91.362305
574.000000	-87.868652
590.000000	-84.331055
594.000000	-80.815430
594.000000	-77.255859
583.000000	-73.718262
599.000000	-70.180664
605.000000	-66.599121
607.000000	-62.973633
609.000000	-59.304199
613.000000	-55.700684
603.000000	-52.097168
599.000000	-48.515625
604.000000	-44.890137
615.000000	-41.286621
607.000000	-37.639160
614.000000	-33.947754
626.000000	-30.234375
623.000000	-26.542969
616.000000	-22.873535
613.000000	-19.182129
621.000000	-15.446777
635.000000	-11.689453
626.000000	-7.888184
639.000000	-4.108887
643.000000	-0.263672
634.000000	3.515625
632.000000	7.294922
636.000000	11.118164
644.000000	14.985352
639.000000	18.830566
634.000000	-337.324219
644.000000	-333.457031
647.000000	-329.589844
652.000000	-325.744629
639.000000	-321.899414
649.000000	-318.054199
649.000000	-314.208984
644.000000	-310.363770
631.000000	-306.562500
648.000000	-302.717285
636.000000	-298.894043
639.000000	-295.070801
623.000000	-291.335449
625.000000	-287.578125
635.000000	-283.798828
635.000000	-280.063477
627.000000	-276.328125
627.000000	-272.592773
621.000000	-268.835449
618.000000	-265.166016
617.000000	-261.518555
609.000000	-257.893066
613.000000	-254.223633
617.000000	-250.554199
611.000000	-246.840820
605.000000	-243.215332
596.000000	-239.611816
595.000000	-236.074219
586.000000	-232.536621
583.000000	-229.042969
593.000000	-225.483398
586.000000	-221.989746
591.000000	-218.474121
572.000000	-215.068359
569.000000	-211.618652
583.000000	-208.146973
584.000000	-204.719238
566.000000	-201.291504
573.000000	-197.841797
574.000000	-194.392090
579.000000	-190.986328
558.000000	-187.602539
566.000000	-184.218750
573.000000	-180.769043
568.000000	-177.341309
573.000000	-173.935547
574.000000	-170.529785
571.000000	-167.145996
565.000000	-163.740234
560.000000	-160.356445
563.000000	-156.972656
576.000000	-153.544922
564.000000	-150.117188
570.000000	-146.711426
577.000000	-143.283691
576.000000	-139.855957
572.000000	-136.406250
587.000000	-132.956543
578.000000	-129.484863
574.000000	-126.057129
577.000000	-122.607422
578.000000	-119.113770
584.000000	-115.642090
574.000000	-112.192383
585.000000	-108.698730
590.000000	-105.161133
584.000000	-101.689453
572.000000	-98.239746
579.000000	-94.790039
590.000000	-91.296387
594.000000	-87.780762
593.000000	-84.243164
599.000000	-80.727539
600.000000	-77.167969
585.000000	-73.630371
597.000000	-70.070801
598.000000	-66.489258
609.000000	-62.841797
605.000000	-59.194336
614.000000	-55.590820
609.000000	-51.987305
594.000000	-48.405762
602.000000	-44.780273
603.000000	-41.176758
609.000000	-37.507324
615.000000	-33.815918
611.000000	-30.102539
625.000000	-26.411133
606.000000	-22.741699
626.000000	-19.050293
624.000000	-15.292969
623.000000	-11.535645
624.000000	-7.756348
640.000000	-3.955078
639.000000	-0.131836
642.000000	3.647461
646.000000	7.426758
631.000000	11.250000
651.000000	15.117188
651.000000	18.940430
640.000000	-337.236328
637.000000	-333.347168
642.000000	-329.479980
648.000000	-325.634766
640.000000	-321.811523
647.000000	-317.966309
650.000000	-314.099121
649.000000	-310.275879
632.000000	-306.474609
